price,bedrooms,bathrooms,sqft_living,floors,view,sqft_above,sqft_basement
230000.0,2.0,0.75,650,1.0,0,650,0
385000.0,3.0,2.0,1480,1.0,2,740,740
90000.0,2.0,1.0,790,1.0,0,790,0
860000.0,4.0,2.5,3560,1.0,2,2290,1270
675000.0,4.0,2.5,3000,2.0,0,3000,0
975000.0,4.0,2.5,3490,2.0,3,3490,0
780000.0,3.0,1.75,2340,1.0,0,2340,0
370000.0,3.0,1.75,1650,1.0,0,1060,590
665000.0,3.0,2.0,1940,1.5,0,1150,790
620000.0,3.0,1.0,1710,1.5,0,1710,0
1105000.0,4.0,1.5,2740,2.0,0,1930,810
450000.0,3.0,2.75,1250,2.0,0,1040,210
450000.0,3.0,2.25,2450,1.0,0,2450,0
530000.0,3.0,1.75,1690,1.0,0,1690,0
635000.0,4.0,1.75,1950,1.0,0,1370,580
580000.0,5.0,2.0,2290,1.0,0,1190,1100
285000.0,3.0,1.0,1090,1.0,0,1090,0
375000.0,3.0,1.0,1190,1.0,0,1190,0
560000.0,3.0,1.0,1440,2.0,0,1440,0
405000.0,4.0,1.75,2180,1.0,0,1090,1090
413000.0,4.0,1.0,1410,1.0,0,810,600
287600.0,3.0,2.5,1950,2.0,0,1950,0
225000.0,3.0,1.0,1660,1.0,0,1100,560
319000.0,3.0,1.0,1390,1.0,0,1390,0
322500.0,3.0,2.0,1350,1.0,0,1350,0
570000.0,3.0,2.0,1530,1.0,0,1530,0
465000.0,3.0,1.5,1270,1.0,0,1270,0
435000.0,4.0,2.25,2140,2.0,0,2140,0
502000.0,4.0,2.5,2040,2.0,0,2040,0
525000.0,3.0,3.5,2876,2.0,0,2360,516
525000.0,3.0,2.5,1580,2.0,0,1010,570
660000.0,4.0,3.5,3400,2.0,0,3400,0
870000.0,4.0,2.5,3520,2.5,0,2650,870
650000.0,4.0,2.5,2210,2.0,0,2210,0
505000.0,4.0,2.5,2790,2.0,0,2790,0
330000.0,3.0,2.5,1450,1.0,0,840,610
385000.0,4.0,1.75,1620,1.0,0,860,760
306000.0,3.0,1.5,1220,3.0,0,1220,0
546000.0,3.0,1.75,2000,1.0,0,1110,890
925000.0,4.0,2.5,2190,2.5,0,2190,0
542000.0,4.0,1.75,1900,1.0,0,950,950
800000.0,3.0,1.0,1700,1.5,0,1700,0
620000.0,5.0,2.5,2540,2.0,0,1760,780
175000.0,2.0,1.0,1170,1.0,2,1170,0
345000.0,3.0,2.25,2120,2.0,0,2120,0
510000.0,3.0,1.75,2170,1.0,0,1450,720
530000.0,4.0,2.75,2450,1.0,0,2450,0
155000.0,2.0,1.0,700,1.0,0,700,0
266000.0,3.0,2.5,1780,1.0,0,1400,380
257200.0,3.0,2.0,1850,1.0,0,1150,700
265000.0,3.0,2.0,1570,1.0,0,1570,0
372220.0,3.0,1.0,1290,1.0,0,980,310
337500.0,5.0,2.0,1700,1.0,0,1000,700
582500.0,2.0,1.5,1159,1.0,0,1159,0
489200.0,3.0,2.75,1850,1.5,0,1850,0
405100.0,2.0,1.0,840,1.0,0,840,0
372977.0,3.0,2.5,1690,2.0,0,1150,540
310000.0,3.0,1.0,1050,1.0,0,1050,0
538000.0,3.0,1.75,1400,1.5,0,1100,300
317000.0,3.0,2.5,1840,2.0,0,1840,0
702500.0,3.0,1.5,2360,2.0,0,1930,430
565000.0,4.0,2.5,2240,2.0,0,2240,0
723000.0,4.0,2.5,2700,2.0,0,2700,0
766950.0,3.0,2.5,3030,1.5,0,3030,0
682000.0,3.0,1.75,1830,1.5,2,1830,0
325000.0,3.0,2.5,2220,2.0,0,2220,0
543000.0,3.0,2.5,2090,1.0,0,1360,730
525000.0,3.0,1.75,1600,1.5,0,1600,0
364000.0,4.0,1.75,2010,1.0,0,1340,670
394475.0,2.0,1.0,830,1.0,0,830,0
316000.0,4.0,2.5,2010,2.0,0,2010,0
339950.0,3.0,1.0,1050,1.5,0,1050,0
486000.0,4.0,2.5,2150,1.0,0,1420,730
160000.0,3.0,1.0,860,1.0,0,860,0
930000.0,3.0,2.5,3100,1.0,0,3100,0
139000.0,3.0,1.0,1100,1.0,0,1100,0
562000.0,3.0,1.5,1830,1.0,0,1830,0
299000.0,2.0,1.75,1250,1.0,0,1250,0
511000.0,3.0,2.5,1820,2.0,0,1820,0
499000.0,3.0,2.0,2090,1.5,0,2090,0
356000.0,3.0,3.5,2100,2.0,0,2100,0
470000.0,4.0,2.5,2310,2.0,0,2310,0
715000.0,4.0,2.25,2060,1.0,0,1360,700
458000.0,3.0,1.0,1660,1.0,0,1060,600
305495.0,3.0,1.75,2110,2.0,0,2110,0
340000.0,3.0,2.25,1970,2.0,0,1970,0
633100.0,4.0,2.5,2470,2.0,0,2470,0
310000.0,3.0,1.0,1480,1.0,0,1480,0
349950.0,5.0,3.0,2257,1.0,0,1363,894
267800.0,2.0,1.0,700,1.0,0,700,0
234000.0,4.0,2.0,1630,1.0,0,1050,580
740000.0,4.0,2.5,3430,2.0,0,3430,0
607500.0,5.0,1.75,2220,1.5,0,1420,800
223000.0,3.0,1.75,1340,1.0,0,1340,0
400000.0,2.0,1.0,980,1.0,0,860,120
802000.0,3.0,2.5,2580,2.0,0,2580,0
253000.0,4.0,2.5,2230,2.0,0,2230,0
1058000.0,4.0,2.0,2290,1.0,0,2290,0
300000.0,3.0,1.0,1260,1.0,0,1260,0
625000.0,4.0,2.75,1680,1.0,0,1680,0
707000.0,4.0,3.25,3200,2.0,0,3200,0
950000.0,4.0,2.5,3320,2.0,0,3320,0
420000.0,4.0,2.5,3040,2.0,0,3040,0
498000.0,4.0,2.75,2270,1.0,0,1290,980
450000.0,3.0,2.5,2910,2.0,0,2910,0
955000.0,5.0,2.25,2510,2.0,0,2510,0
215000.0,2.0,1.0,1240,1.0,0,1240,0
437000.0,3.0,2.75,2580,2.0,0,2580,0
773000.0,3.0,2.75,2470,2.0,0,2470,0
256883.0,3.0,2.5,1690,2.0,0,1690,0
592500.0,4.0,2.5,2240,1.0,0,2240,0
252350.0,3.0,2.0,1650,1.0,0,1160,490
370000.0,4.0,2.5,2710,2.0,0,2710,0
465750.0,3.0,1.5,1260,1.0,0,1260,0
185000.0,3.0,1.0,1150,1.0,0,1150,0
582800.0,4.0,2.75,2550,1.0,0,1440,1110
245000.0,3.0,1.75,1490,1.0,0,1490,0
302000.0,4.0,1.75,2020,1.0,0,1010,1010
451555.0,2.0,1.0,1320,1.0,1,1320,0
250000.0,3.0,1.0,1230,1.0,0,1230,0
255000.0,4.0,2.5,2070,2.0,0,2070,0
840000.0,4.0,1.75,2930,1.0,3,1670,1260
190000.0,3.0,1.0,1090,1.0,0,1090,0
349950.0,3.0,1.0,1400,1.0,0,1400,0
613000.0,4.0,2.0,1550,1.5,0,1550,0
300000.0,3.0,1.0,1220,1.0,0,1220,0
455000.0,3.0,2.5,1870,1.0,0,1470,400
335000.0,3.0,2.25,2150,2.0,0,2150,0
197500.0,3.0,1.0,980,1.5,0,980,0
412500.0,3.0,1.5,1490,1.0,0,1490,0
395300.0,3.0,1.5,1120,1.0,0,1120,0
342400.0,3.0,2.25,1180,2.0,0,1180,0
749400.0,4.0,2.5,3240,2.0,0,3240,0
316500.0,4.0,2.5,2150,2.0,0,2150,0
390000.0,3.0,2.5,2240,2.0,0,2240,0
225000.0,3.0,2.0,1400,1.0,0,1150,250
550000.0,3.0,2.25,1980,1.0,0,1980,0
280000.0,3.0,1.0,1330,1.5,0,1330,0
1255000.0,4.0,2.5,3200,2.0,0,3200,0
575000.0,2.0,1.0,1490,1.0,0,1090,400
585000.0,5.0,1.75,2000,2.0,0,2000,0
620000.0,4.0,2.5,2680,2.0,0,2680,0
204700.0,4.0,2.0,1670,1.0,0,1670,0
695000.0,4.0,3.0,3150,2.0,0,3150,0
689900.0,4.0,3.25,2740,2.0,0,2060,680
375000.0,4.0,1.75,1890,1.0,0,1250,640
215000.0,3.0,1.0,1160,1.0,0,1160,0
790000.0,3.0,1.75,1790,1.0,2,1350,440
263000.0,3.0,2.25,1590,2.0,0,1590,0
400000.0,3.0,1.0,1630,1.0,0,1630,0
525000.0,3.0,2.5,2700,2.0,0,2700,0
349950.0,3.0,2.5,1700,2.0,0,1700,0
744000.0,4.0,3.0,1980,2.5,0,1980,0
312500.0,2.0,1.0,880,1.0,0,880,0
240000.0,3.0,2.0,1400,1.0,0,700,700
495000.0,4.0,2.0,2050,1.5,0,1210,840
580050.0,3.0,2.5,2360,2.0,3,2360,0
640000.0,4.0,2.0,2560,1.0,0,1890,670
417000.0,3.0,1.5,1340,1.0,0,1340,0
174950.0,3.0,1.0,1060,1.0,0,1060,0
295000.0,3.0,1.5,850,1.0,0,850,0
423000.0,4.0,1.75,1880,1.0,0,1010,870
839000.0,3.0,1.0,1230,1.0,0,1230,0
343000.0,4.0,1.75,2290,1.0,0,1340,950
467000.0,3.0,1.0,1660,1.0,0,1000,660
512500.0,3.0,2.5,1840,2.0,0,1840,0
575000.0,4.0,2.5,3020,1.0,0,1600,1420
465000.0,3.0,1.75,1410,1.0,0,1410,0
270000.0,3.0,1.0,1010,1.0,0,1010,0
340000.0,3.0,1.75,1960,1.0,0,980,980
765000.0,5.0,3.75,3580,2.0,0,3190,390
497000.0,4.0,2.5,2240,2.0,0,2240,0
803100.0,4.0,2.5,3310,2.0,0,3310,0
344000.0,3.0,2.5,1232,3.0,0,1232,0
828950.0,4.0,3.5,3930,2.0,1,2820,1110
386380.0,3.0,2.5,1720,2.0,0,1720,0
312000.0,3.0,2.25,1490,2.0,0,1220,270
914500.0,4.0,2.5,3950,3.0,0,3950,0
819995.0,5.0,2.75,3030,2.0,0,3030,0
252700.0,2.0,1.5,1070,1.0,0,1070,0
437500.0,3.0,2.5,2320,2.0,2,2320,0
350000.0,1.0,1.0,700,1.0,0,700,0
619000.0,3.0,2.5,2720,2.0,0,2720,0
408200.0,3.0,2.5,1800,2.0,0,1800,0
451000.0,3.0,1.75,1560,1.5,2,1000,560
317000.0,3.0,2.0,1760,1.0,0,1060,700
799000.0,4.0,3.25,3120,2.0,0,2370,750
720000.0,2.0,1.0,2020,1.0,3,1700,320
490000.0,3.0,2.0,1450,1.5,0,1450,0
239900.0,4.0,2.25,1860,1.0,0,1120,740
446000.0,4.0,2.25,2270,1.0,0,1290,980
275000.0,3.0,2.5,1480,2.0,0,1480,0
239950.0,5.0,1.0,1460,2.0,0,1460,0
248000.0,4.0,3.5,1850,2.0,0,1130,720
619500.0,3.0,2.5,2170,2.0,0,2170,0
385000.0,3.0,1.75,1180,1.0,0,940,240
370000.0,4.0,1.5,1370,1.0,0,900,470
425000.0,3.0,2.5,2670,1.0,0,2670,0
342000.0,3.0,1.0,1260,1.0,0,720,540
345000.0,4.0,1.0,1980,1.5,0,1980,0
724800.0,3.0,2.0,2050,1.0,0,1180,870
725000.0,5.0,2.75,2830,2.0,0,2830,0
605000.0,2.0,1.0,910,1.0,0,910,0
350000.0,4.0,2.5,2440,2.0,0,2440,0
785000.0,3.0,2.0,2180,1.0,0,1100,1080
250000.0,3.0,2.0,1900,1.0,0,950,950
565000.0,3.0,2.25,1520,3.0,0,1520,0
875000.0,3.0,2.0,2220,1.0,2,1220,1000
862500.0,4.0,2.75,3280,2.0,0,3280,0
282613.0,2.0,1.0,830,1.0,0,830,0
174500.0,2.0,1.0,1010,1.0,0,1010,0
306500.0,3.0,2.25,2060,1.0,0,1560,500
445000.0,3.0,2.25,1990,2.0,0,1990,0
433000.0,4.0,2.5,2280,2.0,0,2280,0
306000.0,3.0,2.5,1870,2.0,0,1870,0
620000.0,3.0,2.25,1720,1.5,0,1450,270
245000.0,2.0,1.0,870,1.0,0,870,0
238000.0,3.0,2.0,1020,2.0,0,720,300
523000.0,3.0,1.5,1260,1.5,0,1260,0
522500.0,3.0,2.5,2370,2.0,0,2370,0
180000.0,3.0,1.0,1000,1.0,0,1000,0
375000.0,3.0,1.5,1100,2.0,0,940,160
249000.0,3.0,2.25,1440,1.0,0,940,500
730100.0,4.0,2.5,3120,2.0,0,3120,0
551000.0,2.0,2.0,2260,1.0,0,2260,0
375000.0,4.0,2.5,2790,2.0,0,2790,0
540000.0,1.0,1.0,1140,1.5,0,1140,0
605000.0,3.0,2.25,1290,2.0,0,1290,0
205000.0,5.0,1.75,1730,1.0,0,1050,680
645000.0,4.0,2.5,3160,2.0,0,3160,0
314000.0,4.0,2.5,2340,2.0,0,2340,0
330000.0,3.0,1.5,1170,1.0,0,1170,0
490000.0,2.0,1.0,1160,1.0,0,1160,0
445000.0,3.0,3.0,1970,1.0,0,1970,0
377500.0,3.0,2.25,1410,2.0,0,1290,120
480000.0,4.0,2.5,2430,2.0,0,2430,0
804995.0,5.0,1.5,3360,2.0,0,3360,0
341000.0,3.0,2.5,1480,2.0,0,1180,300
675000.0,5.0,2.5,3200,2.0,0,3200,0
611000.0,3.0,2.5,2134,2.5,0,2134,0
379950.0,3.0,3.25,1860,3.0,0,1860,0
500000.0,2.0,2.5,1310,2.0,0,1160,150
410000.0,3.0,2.0,1700,1.0,0,890,810
415000.0,3.0,2.5,2480,2.0,0,2480,0
297000.0,5.0,2.5,1970,2.0,0,1970,0
575550.0,4.0,2.5,2060,1.0,0,1440,620
534640.0,3.0,2.5,2130,1.0,0,1210,920
352500.0,3.0,2.25,1410,1.0,2,1170,240
488000.0,2.0,2.0,1360,1.0,0,780,580
215000.0,2.0,2.25,1610,2.0,0,1610,0
592500.0,2.0,2.0,1420,1.5,2,1420,0
290000.0,4.0,2.5,1700,2.0,0,1700,0
475000.0,2.0,1.0,1490,1.0,0,860,630
320000.0,3.0,2.5,2680,2.0,0,2680,0
1216000.0,4.0,2.5,3190,1.0,3,1680,1510
290000.0,5.0,1.5,2120,1.5,0,2120,0
487250.0,4.0,2.0,1690,1.5,0,1550,140
339000.0,4.0,2.5,1830,2.0,0,1830,0
440000.0,2.0,1.5,1010,1.5,0,1010,0
366500.0,4.0,2.75,2070,1.0,0,1120,950
462000.0,3.0,1.5,1710,1.5,0,1410,300
560000.0,4.0,1.0,1660,1.5,0,1260,400
285000.0,4.0,1.75,2080,1.0,0,1040,1040
280000.0,3.0,2.5,1270,2.0,0,1270,0
210000.0,3.0,1.0,1080,1.0,0,1080,0
690000.0,3.0,2.0,1610,1.5,0,1610,0
256500.0,2.0,1.0,1120,1.0,0,1120,0
411000.0,4.0,2.75,2500,2.0,0,2500,0
215000.0,3.0,1.0,970,1.0,0,970,0
762000.0,5.0,2.0,3370,1.5,0,2140,1230
390000.0,4.0,2.5,2490,2.0,0,2490,0
413500.0,2.0,1.0,770,1.0,0,770,0
285000.0,1.0,1.5,810,2.0,0,810,0
475000.0,4.0,2.5,3060,1.0,0,1700,1360
386591.0,3.0,2.5,1690,2.0,0,1150,540
524950.0,3.0,1.75,1890,1.0,0,1290,600
241000.0,2.0,2.0,1470,2.0,0,1470,0
461000.0,2.0,1.0,1060,1.0,0,1060,0
885000.0,4.0,2.75,2730,1.5,0,1550,1180
247000.0,3.0,2.25,1580,2.0,0,1580,0
296500.0,3.0,2.75,2170,1.0,0,1380,790
141800.0,2.0,1.0,930,1.0,0,930,0
333000.0,4.0,2.0,1580,2.0,0,1580,0
602000.0,5.0,1.75,3290,1.5,0,3290,0
565000.0,4.0,2.25,2110,2.0,0,2110,0
373000.0,3.0,2.5,1670,2.0,0,1670,0
588000.0,3.0,2.25,2030,1.0,0,1190,840
485000.0,3.0,1.0,1500,1.5,0,1370,130
482500.0,3.0,2.25,1450,2.0,0,980,470
251200.0,4.0,1.5,1310,1.0,0,1060,250
464000.0,3.0,1.75,1630,1.0,0,1630,0
755000.0,4.0,2.5,2660,2.0,0,2660,0
280000.0,3.0,2.5,1720,2.0,0,1720,0
485000.0,2.0,2.25,1260,3.0,0,1260,0
305000.0,3.0,1.75,1610,1.0,0,1610,0
110700.0,2.0,1.0,680,1.0,0,680,0
850000.0,4.0,3.5,2640,2.0,2,2640,0
350000.0,3.0,2.25,1640,2.0,0,1640,0
319950.0,4.0,1.75,2310,1.0,0,1650,660
700000.0,3.0,1.75,2010,1.0,0,1230,780
368000.0,2.0,1.5,1660,1.0,0,830,830
433500.0,3.0,2.5,2200,2.0,0,2200,0
611000.0,4.0,2.5,2460,2.0,0,2460,0
1000000.0,2.0,1.75,2430,1.0,4,2430,0
307000.0,3.0,1.0,1370,1.0,0,1370,0
442500.0,3.0,1.75,1800,1.0,0,1800,0
485000.0,3.0,1.75,2200,2.0,2,2200,0
367000.0,2.0,1.0,700,1.0,0,700,0
429000.0,3.0,2.5,1920,2.0,0,1920,0
446000.0,5.0,2.75,2190,1.0,0,1370,820
572500.0,3.0,2.25,2030,1.0,0,1500,530
477000.0,3.0,2.5,1350,3.0,0,1350,0
518000.0,3.0,2.5,1680,2.0,0,1380,300
462000.0,5.0,1.75,1250,1.0,0,1250,0
1190000.0,4.0,3.0,2240,1.5,0,1270,970
137000.0,3.0,1.0,950,1.0,0,950,0
530000.0,3.0,3.5,2320,2.0,0,2060,260
818000.0,2.0,2.5,2380,1.0,2,2380,0
640000.0,2.0,2.25,1540,3.0,0,1540,0
298450.0,5.0,3.0,2100,1.0,0,1200,900
575000.0,4.0,2.5,2500,2.0,0,2500,0
730000.0,4.0,2.5,3230,2.0,0,3230,0
551000.0,3.0,2.5,2830,2.0,0,2830,0
271310.0,2.0,1.0,870,1.5,0,870,0
675000.0,4.0,3.0,2690,1.0,0,2690,0
479000.0,3.0,2.5,1260,3.0,0,1260,0
520000.0,4.0,3.5,2680,2.0,0,2040,640
599950.0,3.0,2.5,2660,2.0,0,2660,0
483945.0,2.0,1.75,1480,1.0,0,840,640
390000.0,4.0,2.25,1770,1.0,0,1190,580
192500.0,2.0,1.0,950,1.0,0,950,0
330000.0,2.0,1.0,860,1.0,0,860,0
250000.0,4.0,2.0,1960,1.0,0,1160,800
243000.0,2.0,1.0,1770,1.5,0,960,810
575000.0,4.0,1.75,1280,1.0,0,860,420
639000.0,4.0,2.5,2150,2.0,0,2150,0
710000.0,2.0,1.0,1790,1.0,0,1040,750
675000.0,3.0,2.25,1990,2.0,0,1990,0
405000.0,5.0,2.5,2430,2.0,0,2430,0
615000.0,4.0,2.75,2820,1.0,0,1860,960
490000.0,3.0,1.0,1910,1.0,0,1010,900
467000.0,3.0,2.25,1270,2.0,0,1040,230
480000.0,4.0,2.75,2050,1.0,0,1180,870
760000.0,4.0,1.75,2450,1.0,2,1630,820
387000.0,2.0,2.25,1230,2.0,0,960,270
925000.0,4.0,2.25,2260,1.0,0,2260,0
263000.0,3.0,1.75,1570,2.0,0,1570,0
519900.0,4.0,2.0,1820,1.0,0,1820,0
570000.0,2.0,1.75,1540,1.0,0,1190,350
450000.0,3.0,1.5,2060,1.0,0,2060,0
300000.0,3.0,1.0,1090,1.0,0,1090,0
320000.0,3.0,1.75,1480,1.0,0,1480,0
387500.0,4.0,1.0,1320,1.5,0,1320,0
458000.0,1.0,2.25,2140,1.0,0,1470,670
380000.0,4.0,3.0,2800,2.0,0,2800,0
200000.0,3.0,1.0,1050,1.0,0,1050,0
385000.0,3.0,1.5,1490,1.0,0,1490,0
396675.0,2.0,1.0,1730,2.0,0,1730,0
452000.0,4.0,1.0,1210,1.5,0,1210,0
426000.0,4.0,2.5,2800,2.0,0,2800,0
792000.0,3.0,1.5,1570,2.0,0,1570,0
315000.0,3.0,2.25,1400,1.0,0,1140,260
1275000.0,4.0,2.0,2850,1.0,4,1450,1400
268500.0,2.0,1.0,790,1.0,0,790,0
440000.0,2.0,1.75,1300,2.0,0,1300,0
300000.0,3.0,1.0,2120,1.0,0,1060,1060
525000.0,3.0,1.5,1540,2.0,0,1540,0
978000.0,4.0,2.75,2620,1.5,2,1720,900
700000.0,4.0,1.0,1680,1.5,0,1680,0
315000.0,2.0,1.0,790,1.0,0,790,0
309000.0,3.0,1.0,1092,1.5,0,1092,0
219950.0,3.0,1.5,1650,1.0,0,1090,560
289000.0,3.0,2.5,2090,2.0,0,2090,0
210000.0,4.0,1.75,2180,1.0,0,1180,1000
260000.0,4.0,2.5,1990,2.0,0,1990,0
699000.0,4.0,2.5,2650,2.0,0,2650,0
299950.0,3.0,1.0,910,1.0,0,740,170
749950.0,3.0,2.5,2770,2.0,2,2770,0
1100000.0,3.0,2.0,2390,2.0,1,2390,0
384000.0,3.0,2.5,1700,2.0,0,1700,0
499950.0,5.0,3.5,3200,2.0,0,3200,0
430000.0,3.0,1.75,1200,1.0,0,1200,0
350000.0,4.0,2.25,2220,2.0,0,2220,0
620000.0,3.0,2.5,2480,2.0,0,2480,0
765000.0,4.0,2.25,2560,1.0,0,1760,800
250000.0,4.0,1.5,2500,1.0,0,1500,1000
376000.0,2.0,1.0,1150,1.0,0,1150,0
475000.0,4.0,1.75,1650,1.0,0,1150,500
120750.0,3.0,1.75,1140,1.0,0,1140,0
330000.0,3.0,1.0,1180,1.0,0,1180,0
619500.0,3.0,2.5,1700,2.0,0,1700,0
345000.0,3.0,1.5,1240,1.0,0,1240,0
598000.0,5.0,2.25,2890,2.0,0,2890,0
335000.0,3.0,1.0,1060,1.0,0,1060,0
372500.0,4.0,1.75,1590,2.0,0,1590,0
194000.0,1.0,1.0,820,1.0,0,760,60
507500.0,3.0,2.0,2020,1.0,0,1020,1000
325000.0,4.0,2.25,1870,1.0,0,1170,700
329900.0,3.0,2.5,2170,2.0,0,2170,0
329000.0,4.0,2.5,1600,1.0,0,830,770
494000.0,4.0,1.75,2090,1.5,0,1250,840
206000.0,4.0,2.0,1700,1.0,0,1700,0
423000.0,4.0,1.75,1940,1.0,0,970,970
259000.0,3.0,1.0,1320,1.0,0,1320,0
345600.0,5.0,3.5,2800,2.5,0,2800,0
395000.0,3.0,1.5,1080,1.5,0,1080,0
625000.0,4.0,2.5,3550,2.0,0,3550,0
380000.0,3.0,1.75,1690,2.0,0,1380,310
440000.0,3.0,1.5,1270,3.0,0,1270,0
415000.0,3.0,2.25,1970,2.0,0,1680,290
860000.0,4.0,2.75,3160,2.0,0,3160,0
500000.0,3.0,2.5,1210,3.0,0,1210,0
953007.0,4.0,3.5,3120,2.0,0,2480,640
515000.0,4.0,2.5,2670,2.0,0,2670,0
772000.0,3.0,2.25,1640,3.0,0,1640,0
329995.0,4.0,2.5,2303,2.0,0,2303,0
409316.0,3.0,2.5,1800,2.0,0,1800,0
305000.0,2.0,2.5,1590,2.0,0,1220,370
785000.0,4.0,3.5,3070,2.0,0,2190,880
240000.0,2.0,1.75,1330,1.0,0,1330,0
325000.0,3.0,1.0,990,1.0,0,990,0
535800.0,4.0,2.5,1900,2.0,0,1900,0
720000.0,3.0,2.5,2020,3.0,3,2020,0
374000.0,3.0,1.75,2000,1.0,0,2000,0
189650.0,2.0,1.75,1100,1.0,0,1100,0
420850.0,1.0,1.0,960,1.0,0,960,0
815000.0,4.0,2.75,3488,2.0,0,3488,0
1065000.0,2.0,1.75,1890,2.0,0,1890,0
199000.0,4.0,2.0,2030,2.0,0,2030,0
195000.0,3.0,1.75,1380,1.0,0,990,390
288400.0,3.0,2.25,1870,2.0,0,1870,0
442000.0,4.0,2.25,2080,1.0,0,1220,860
619420.0,4.0,2.75,2450,2.0,0,2450,0
635000.0,4.0,2.25,2750,1.0,0,1500,1250
210000.0,3.0,1.0,1240,1.0,0,1240,0
512500.0,3.0,2.5,1900,2.0,0,1900,0
567000.0,3.0,2.5,2540,2.0,0,2540,0
525000.0,3.0,2.75,2100,2.0,0,1510,590
475000.0,4.0,2.0,1790,1.0,2,840,950
250000.0,3.0,2.0,1170,1.0,0,1170,0
220000.0,3.0,1.0,1060,1.0,2,1060,0
230000.0,5.0,2.0,1930,1.5,0,1930,0
385500.0,3.0,2.0,1540,1.0,0,1120,420
895000.0,5.0,3.0,2876,1.0,2,1970,906
368250.0,3.0,2.5,2150,2.0,0,2150,0
249900.0,2.0,1.0,1140,1.0,0,1140,0
350000.0,3.0,1.5,980,1.0,0,980,0
175000.0,3.0,1.75,1230,1.0,0,1230,0
270000.0,3.0,1.75,1390,1.0,0,860,530
495000.0,3.0,3.5,2380,2.0,3,1670,710
330000.0,3.0,1.0,1250,1.0,0,1250,0
1003000.0,4.0,2.75,2290,2.0,0,2170,120
299800.0,2.0,1.0,790,1.0,0,790,0
299900.0,3.0,2.5,2720,2.0,0,2720,0
691000.0,4.0,2.75,2550,1.0,0,1700,850
195000.0,2.0,1.0,1080,1.0,0,1080,0
405000.0,3.0,1.75,2470,1.0,1,1570,900
360000.0,2.0,0.75,850,1.0,2,550,300
256750.0,3.0,2.5,1990,1.0,0,1570,420
332500.0,3.0,2.25,1800,2.0,0,1800,0
218000.0,3.0,1.0,1020,1.0,0,1020,0
589000.0,4.0,2.5,2910,2.0,2,2910,0
255000.0,3.0,1.5,1060,1.0,0,1060,0
668750.0,4.0,2.5,2340,1.0,2,1590,750
344500.0,4.0,2.75,1800,1.0,0,1050,750
452000.0,4.0,2.0,1660,1.0,0,850,810
246000.0,3.0,1.5,1780,1.0,0,1780,0
535000.0,2.0,1.0,1030,1.0,0,920,110
430000.0,3.0,1.0,1150,1.0,0,1150,0
520000.0,4.0,2.5,3290,2.0,0,3290,0
450000.0,2.0,1.0,1200,1.0,0,1070,130
220000.0,4.0,2.5,2160,2.0,0,2160,0
525000.0,3.0,1.0,1450,1.0,1,950,500
1220000.0,4.0,2.5,3240,2.0,0,2060,1180
540000.0,3.0,2.0,1470,2.0,0,1000,470
600000.0,4.0,2.5,2360,2.0,0,2360,0
600000.0,3.0,2.25,2230,2.0,0,2230,0
625000.0,4.0,2.5,2630,2.0,0,2630,0
150000.0,3.0,1.0,1010,1.0,0,1010,0
389999.0,3.0,2.25,1445,2.0,0,1300,145
285000.0,3.0,1.75,2380,1.5,0,1320,1060
744000.0,4.0,2.75,2830,2.0,0,2830,0
700000.0,4.0,2.5,3010,2.0,0,3010,0
318989.0,4.0,2.25,2000,1.0,0,2000,0
556000.0,3.0,2.25,2020,2.0,0,2020,0
275000.0,3.0,2.5,2030,2.0,0,2030,0
430000.0,3.0,2.75,2550,2.0,0,2550,0
300000.0,2.0,1.0,970,1.0,0,970,0
396450.0,3.0,1.75,1540,1.0,0,1540,0
700000.0,4.0,3.25,2780,2.0,0,2780,0
655000.0,4.0,3.5,2350,2.0,3,1670,680
1185000.0,3.0,2.25,2760,2.0,0,2760,0
413800.0,3.0,2.0,1440,1.0,0,1440,0
334990.0,4.0,2.5,2220,2.0,0,2220,0
1030000.0,3.0,4.0,3880,2.0,3,3700,180
1130000.0,4.0,3.25,3810,1.0,1,2680,1130
556000.0,3.0,3.0,1960,2.0,0,1600,360
360000.0,3.0,2.5,1530,3.0,0,1530,0
480000.0,4.0,2.25,3250,2.0,0,3250,0
324000.0,3.0,2.5,1750,2.0,0,1750,0
1050000.0,4.0,3.25,3440,2.0,0,3440,0
275000.0,1.0,0.75,1170,1.0,0,880,290
180000.0,3.0,1.0,870,1.0,0,870,0
749000.0,4.0,2.5,2930,2.0,0,2930,0
373500.0,2.0,1.0,800,1.0,0,800,0
770000.0,4.0,2.5,2350,2.0,0,2350,0
356000.0,2.0,1.75,1060,1.0,0,1060,0
625000.0,3.0,1.75,2060,1.0,0,1350,710
494400.0,2.0,1.75,1560,1.0,0,780,780
585000.0,4.0,1.75,3000,1.0,3,1500,1500
926300.0,3.0,1.5,1660,2.0,0,1660,0
600000.0,3.0,1.75,1650,1.0,0,1040,610
430000.0,4.0,3.0,3220,2.0,0,2450,770
307000.0,3.0,1.5,2320,1.0,0,2320,0
604700.0,4.0,2.75,2750,1.0,3,1720,1030
219900.0,3.0,1.0,910,1.0,0,910,0
270000.0,2.0,1.5,840,2.0,0,840,0
432000.0,3.0,2.25,1470,2.0,0,1090,380
361000.0,3.0,1.0,1100,1.5,4,1100,0
